gene	pLI	LOEUF
APOBEC3D	1.5797e-10	1.029
APOBEC3F	4.4662e-10	1.014
APOBEC3G	1.77e-13	1.103
APOBEC3H	0.63457	0.651
APOBEC4	0.52239	1.412
APOBR	7.1274e-16	0.99
APOC1	0.11906	1.483
APOC2	0.074299	1.054
APOC3	0.0012283	1.68
APOC4	9.8851e-05	1.817
APOD	2.7343e-08	1.436
APOE	0.00025668	1.319
APOF	0.035106	1.885
APOH	3.1416e-19	1.542
APOL1	5.2365e-08	1.68
APOL2	0.0011069	1.704
APOL4	3.8236e-06	1.863
APOL5	4.3203e-08	1.093
APOL6	0.16117	1.656
APOLD1	4.0691e-12	1.959
APOM	4.7004e-09	1.437
APP	0.99999	0.41
APPBP2	1.0	0.34
APPL1	0.88093	0.524
APPL2	1.3554e-23	1.075
APRT	4.7393e-11	1.789
APTX	2.0655e-07	0.973
AQP1	0.013569	0.915
AQP10	0.00054655	0.991
AQP11	1.4795e-06	1.743
AQP12A	3.5704e-05	1.828
AQP12B	0.000412	1.875
AQP2	2.6952e-07	1.375
AQP3	0.0047403	0.838
AQP4	0.00031791	0.903
AQP5	0.00026203	1.316
AQP6	1.4203e-05	1.396
AQP7	2.2156e-07	1.24
AQP8	0.010511	0.819
AQP9	2.5342e-06	1.16
AQR	1.0	0.413
ARAP1	1.1045e-06	0.572
ARAP2	5.7363e-27	0.884
ARAP3	1.0218e-09	0.598
ARC	0.00081608	1.393
ARCN1	1.0	0.145
AREG	0.0037006	0.823
AREL1	3.5344e-11	0.739
ARF1	0.99953	0.247
ARF3	0.97853	0.485
ARF4	0.98754	0.418
ARF5	0.35162	0.685
ARF6	0.99477	0.251
ARFGAP1	0.021957	0.632
ARFGAP2	6.3036e-09	0.8
ARFGAP3	1.4979e-16	1.116
ARFGEF1	1.0	0.236
ARFGEF2	1.0	0.391
ARFGEF3	7.8929e-10	0.588
ARFIP1	0.0016921	0.869
ARFIP2	0.90415	0.543
ARFRP1	0.00010621	0.935
ARG1	0.00023675	0.833
ARG2	0.0020946	0.78
ARGFX	0.00021015	1.843
ARGLU1	0.99954	0.396
ARHGAP1	0.1355	0.601
ARHGAP10	4.2253e-17	0.894
ARHGAP11A	1.1732e-06	0.8
ARHGAP12	1.853e-06	0.681
ARHGAP15	1.3199e-10	1.134
ARHGAP17	1.9007e-09	0.753
ARHGAP18	5.7861e-16	0.931
ARHGAP19	9.2321e-11	1.023
ARHGAP20	0.065488	0.613
ARHGAP21	1.0	0.261
ARHGAP22	6.648e-16	1.141
ARHGAP23	0.99999	0.414
ARHGAP24	3.1621e-10	0.797
ARHGAP25	0.0017123	0.627
ARHGAP26	0.97508	0.493
ARHGAP27	3.8325e-08	0.709
ARHGAP28	5.5899e-10	0.796
ARHGAP29	0.9997	0.448
ARHGAP30	0.99987	0.429
ARHGAP31	1.0	0.38
ARHGAP32	1.0	0.349
ARHGAP33	2.8164e-05	0.59
ARHGAP35	1.0	0.204
ARHGAP39	7.9531e-06	0.658
ARHGAP42	9.8509e-06	0.666
ARHGAP44	0.0011289	0.605
ARHGAP45	4.5814e-11	0.75
ARHGAP5	1.0	0.295
ARHGAP8	5.8776e-26	1.648
ARHGAP9	1.8746999999999998e-22	1.023
ARHGDIA	0.76779	0.606
ARHGDIB	0.05396	0.881
ARHGDIG	2.8009e-06	1.297
ARHGEF1	0.99897	0.459
ARHGEF10	1.0958e-43	1.062
ARHGEF10L	7.2835e-10	0.654
ARHGEF11	1.0	0.336
ARHGEF12	1.0	0.369
ARHGEF15	7.1445e-15	0.917
ARHGEF16	1.271e-16	1.018
ARHGEF17	4.8018e-07	0.57
ARHGEF18	7.897000000000001e-20	0.811
ARHGEF19	3.498e-36	1.327
ARHGEF2	1.0	0.259
ARHGEF25	1.3478e-08	0.762
ARHGEF26	1.658e-13	0.861
ARHGEF28	1.0554e-34	0.895
ARHGEF3	0.084693	0.591
ARHGEF33	2.6366e-14	0.947
ARHGEF35	0.16454	1.886
ARHGEF37	1.4596e-14	0.962
ARHGEF38	6.4479e-26	1.21
ARHGEF39	1.1751e-15	1.264
ARHGEF4	1.7577000000000002e-30	0.884
ARHGEF40	1.932e-18	0.722
ARHGEF5	0.99957	0.414
ARHGEF7	0.77607	0.53
ARID1A	1.0	0.141
ARID1B	1.0	0.205
ARID2	1.0	0.224
ARID3A	0.99829	0.442
ARID3B	1.0	0.332
ARID4A	1.0	0.339
ARID4B	1.0	0.176
ARID5A	0.013892	0.802
ARID5B	1.0	0.211
ARIH1	1.0	0.302
ARIH2	1.0	0.242
ARL1	0.069841	0.906
ARL10	7.8184e-10	1.521
ARL11	0.33687	1.844
ARL13B	1.9828e-08	0.894
ARL14	0.0012203	1.682
ARL14EP	0.025421	0.823
ARL14EPL	1.363e-05	1.402
ARL15	6.0261e-05	1.304
ARL16	5.3501e-13	1.929
ARL2	0.019003	0.935
ARL2BP	0.008081	1.03
ARL3	0.93	0.557
ARL4A	0.49105	0.77
ARL4C	0.3422	0.796
ARL4D	0.2203	1.8
ARL5A	0.22955	0.926
ARL5B	0.91164	0.572
ARL5C	1.9371e-08	1.386
ARL6	0.0088078	0.956
ARL6IP1	0.51353	0.682
ARL6IP4	2.9494e-08	1.277
ARL6IP5	0.23405	0.856
ARL6IP6	2.9106e-08	1.43
ARL8A	0.83794	0.58
ARL8B	0.6636	0.698
ARL9	0.0043406	0.968
ARMC1	0.011223	0.885
ARMC10	3.177e-08	1.341
ARMC12	9.435e-06	0.88
ARMC2	1.6643e-15	0.936
ARMC3	1.7854e-14	0.91
ARMC5	2.2461e-05	0.772
ARMC6	2.8967e-13	1.112
ARMC7	0.018048	1.005
ARMC8	1.0	0.317
ARMC9	5.5271e-22	0.975
ARMH1	1.209e-08	0.934
ARMH2	0.023945	1.156
ARMH3	1.3387e-10	0.765
ARMH4	6.6673e-12	0.953
ARMS2	0.021973	1.815
ARMT1	0.00074456	1.083
ARNT	1.0	0.387
ARNT2	0.94024	0.498
ARNTL	1.0	0.25
ARNTL2	2.1145e-06	0.831
ARPC1A	1.0	0.31
ARPC1B	1.063e-06	0.876
ARPC2	0.99984	0.319
ARPC3	0.71113	0.678
ARPC4	0.9982	0.362
ARPC5	0.71808	0.725
ARPC5L	0.86995	0.608
ARPIN	5.3992e-08	1.294
ARPP19	0.012469	1.746
ARPP21	2.0325e-07	0.711
ARRB1	0.14829	0.611
ARRB2	0.59516	0.562
ARRDC1	9.3662e-12	1.191
ARRDC2	8.8721e-14	1.297
ARRDC3	0.99998	0.325
ARRDC4	2.1463e-12	1.309
ARRDC5	0.00022357	1.342
ARSA	1.511e-10	1.166
ARSB	6.1124e-13	1.032
ARSG	2.5679e-09	0.996
ARSI	4.8294e-07	1.403
ARSJ	2.7209e-08	0.951
ARSK	5.7322e-10	0.954
ART1	1.2948e-11	1.476
ART3	1.8702e-16	1.377
ART4	0.0099907	0.895
ART5	3.4903e-08	1.332
ARTN	0.06962	1.206
ARV1	2.0524e-07	1.131
ARVCF	2.8287e-19	1.032
AS3MT	3.738e-14	1.26
ASAH1	2.6013e-20	1.435
ASAH2	1.4425e-10	0.838
ASAP1	0.99991	0.439
ASAP2	0.99788	0.465
ASAP3	1.5967e-20	0.864
ASB1	0.0001511	0.951
ASB10	1.2199e-18	1.634
ASB13	4.4348e-14	1.686
ASB14	1.5874e-22	1.35
ASB15	4.6107e-13	1.186
ASB16	4.836e-18	1.675
ASB17	1.9757e-09	1.363
ASB18	1.2679e-13	1.764
ASB2	4.421400000000001e-19	1.243
ASB3	3.2574e-12	0.998
ASB4	5.3145e-10	1.226
ASB5	2.4557e-14	1.317
ASB6	2.6544e-07	1.225
ASB7	0.99998	0.277
ASB8	0.00046794	1.004
ASCC1	8.3188e-09	1.002
ASCC2	0.0019576	0.593
ASCC3	5.2923000000000005e-25	0.677
ASCL1	0.95264	0.51
ASCL2	0.00066116	1.962
ASCL3	0.056662	1.504
ASCL4	0.13283	1.921
ASCL5	0.4169	1.704
ASDURF	0.31957	1.865
ASF1A	0.91622	0.571
ASF1B	0.02426	0.91
ASGR1	1.6518e-12	1.323
ASGR2	7.7808e-13	1.365
ASH1L	1.0	0.104
ASH2L	0.87532	0.529
ASIC1	0.99704	0.468
ASIC2	0.19634	0.591
ASIC3	4.6521e-13	1.018
ASIC4	0.00069603	0.69
ASIC5	7.5418e-12	1.286
ASIP	1.7733e-05	1.794
ASL	2.6098e-13	0.937
ASNS	9.1235e-06	0.745
ASNSD1	1.6025e-09	0.939
ASPA	4.2807e-05	1.098
ASPDH	2.9942e-08	1.216
ASPG	9.7372e-18	1.226
ASPH	2.7445e-21	1.011
ASPHD1	4.1037e-05	1.102
ASPHD2	0.91905	0.547
ASPM	3.3385000000000004e-55	0.766
ASPRV1	0.001741	1.252
ASPSCR1	3.1427e-16	1.051
ASRGL1	6.6492e-05	1.121
ASS1	1.4303e-18	1.14
ASTE1	1.8566e-17	1.291
ASTL	2.8296e-07	1.024
ASTN1	1.0	0.392
ASTN2	0.99149	0.473
ASXL1	1.5801e-16	0.918
ASXL2	1.0	0.239
ASXL3	1.0	0.229
ASZ1	1.2539e-11	1.304
ATAD1	0.97793	0.505
ATAD2	0.99973	0.449
ATAD2B	1.0	0.376
ATAD3A	5.6203e-10	0.861
ATAD3B	2.012e-18	1.152
ATAD3C	4.7998e-12	1.15
ATAD5	1.0	0.417
ATAT1	1.2553e-11	0.975
ATCAY	0.0023577	0.725
ATE1	0.00053517	0.687
ATF1	0.096976	0.683
ATF2	0.85889	0.539
ATF3	0.033738	0.879
ATF4	0.3821	0.718
ATF5	0.0001318	1.596
ATF6	1.6011e-07	0.882
ATF6B	1.9852e-09	0.752
ATF7	0.99983	0.391
ATF7IP	1.0	0.294
ATF7IP2	8.9062e-06	0.909
ATG10	0.00037918	1.744
ATG101	0.64871	0.681
ATG12	5.6283e-08	1.671
ATG13	0.99558	0.473
ATG14	0.00022958	0.744
ATG16L1	0.27327	0.545
ATG16L2	8.0591e-25	1.176
ATG2A	3.2251e-13	0.614
ATG2B	4.8066e-09	0.586
ATG3	0.0064911	0.887
ATG4B	2.0819e-06	0.851
ATG4C	8.8066e-12	1.234
ATG4D	5.6376e-17	1.196
ATG5	0.31691	0.739
ATG7	1.5974e-17	0.985
ATG9A	1.0	0.333
ATG9B	1.949e-36	1.399
ATIC	4.8854e-17	1.044
ATL1	0.35895	0.57
ATL2	0.0043631	0.647
ATL3	1.991e-09	0.891
ATM	1.4847e-69	0.847
ATMIN	0.0040046	0.695
ATN1	1.0	0.352
ATOH1	0.17853	0.767
ATOH7	0.00014175	1.758
ATOH8	0.13183	0.794
ATOX1	0.082226	1.361
ATP10A	2.9818e-27	0.877
ATP10B	7.180999999999999e-32	0.964
ATP10D	2.5871e-14	0.707
ATP11A	2.4157e-06	0.596
ATP11B	0.75484	0.522
ATP12A	1.5293e-19	0.848
ATP13A1	4.1213e-05	0.592
ATP13A2	5.5573e-15	0.713
ATP13A3	0.99999	0.428
ATP13A4	2.2521e-27	0.896
ATP13A5	2.1042e-39	1.072
ATP1A1	1.0	0.188
ATP1A2	1.6587e-05	0.598
ATP1A3	1.0	0.173
ATP1A4	1.1113e-20	0.879
ATP1B1	1.0	0.195
ATP1B2	0.954	0.526
ATP1B3	0.78848	0.619
ATP23	2.5351e-06	1.16
ATP2A1	9.595399999999999e-21	0.881
ATP2A2	1.0	0.205
ATP2A3	5.7777e-12	0.759
ATP2B1	1.0	0.172
ATP2B2	1.0	0.19
ATP2B4	0.9999	0.44
ATP2C1	0.99999	0.402
ATP2C2	2.8962e-72	1.712
ATP4A	3.8577e-16	0.808
ATP4B	1.0966e-07	1.04
ATP5F1A	0.28545	0.576
ATP5F1B	0.91752	0.531
ATP5F1C	0.0049618	0.783
ATP5F1D	2.429e-08	1.96
ATP5F1E	0.017126	1.654
ATP5IF1	1.892e-07	1.636
ATP5MC1	0.6673	0.723
ATP5MC2	0.00055957	1.471
ATP5MC3	0.33191	0.851
ATP5ME	0.00029888	1.607
ATP5MF	0.0086995	1.222
ATP5MG	0.028423	1.124
ATP5MGL	0.00055093	1.838
ATP5MJ	0.32484	0.928
ATP5MK	0.08924	1.615
ATP5PB	0.00014209	0.857
ATP5PD	0.0077491	0.873
ATP5PF	0.029337	1.118
ATP5PO	0.0080616	0.87
ATP6V0A1	0.99284	0.478
ATP6V0A2	0.0017427	0.603
ATP6V0A4	3.1335999999999996e-22	0.916
ATP6V0B	0.99876	0.372
ATP6V0C	0.74407	0.739
ATP6V0D1	0.96921	0.513
ATP6V0D2	5.7327e-11	1.37
ATP6V0E1	0.41923	0.859
ATP6V0E2	0.27543	0.973
ATP6V1A	0.99998	0.391
ATP6V1B1	6.0984e-09	0.827
ATP6V1B2	0.99842	0.457
ATP6V1C1	7.6427e-11	1.162
ATP6V1C2	3.1654e-11	1.012
ATP6V1D	0.00073317	0.828
ATP6V1E1	0.0013179	0.852
ATP6V1E2	0.0005143	1.935
ATP6V1F	0.099659	1.29
ATP6V1FNB	8.3417e-05	1.26
ATP6V1G1	6.3758e-07	1.921
ATP6V1G2	0.00020444	1.151
ATP6V1G3	0.0039605	1.81
ATP6V1H	1.4577e-05	0.819
ATP7B	1.0828e-35	1.063
ATP8A1	2.8652e-08	0.661
ATP8A2	7.9069e-09	0.728
ATP8B1	1.6702e-09	0.62
ATP8B2	1.215e-08	0.624
ATP8B3	4.4452e-54	1.281
ATP8B4	4.4683e-27	1.013
ATP9A	0.99933	0.455
ATP9B	2.7743e-19	0.857
ATPAF2	4.6208e-09	1.1
ATPSCKMT	6.5336e-08	1.436
ATR	1.1669e-07	0.518
ATRAID	1.0538e-08	1.235
ATRIP	1.4374e-06	0.707
ATRN	1.0	0.395
ATRNL1	0.28257	0.538
ATXN1	1.0	0.264
ATXN10	0.00051804	0.719
ATXN1L	0.99997	0.346
ATXN2	1.0	0.319
ATXN2L	1.0	0.297
ATXN3	0.63278	0.581
ATXN7	1.0	0.257
ATXN7L1	1.0	0.345
ATXN7L2	0.99855	0.453
ATXN7L3	1.0	0.227
ATXN7L3B	0.037095	1.663
AUH	2.5649e-07	0.994
AUNIP	6.9356e-09	1.691
AUP1	2.2319e-05	0.758
AURKA	0.93256	0.528
AURKAIP1	1.217e-09	1.921
AURKB	1.5331e-07	0.957
AURKC	0.0030941	0.806
AUTS2	1.0	0.232
AVEN	5.8399e-09	1.172
AVIL	6.5982e-17	0.81
AVL9	1.8368e-05	0.811
AVP	3.3972e-05	1.923
AVPI1	0.0057483	1.171
AVPR1A	1.2772e-10	1.264
AVPR1B	4.0275e-08	1.194
AXDND1	1.1947e-20	0.981
AXIN1	0.1643	0.563
AXIN2	0.99999	0.397
AXL	2.5337e-06	0.625
AZGP1	4.6087e-09	1.141
AZI2	0.09368	0.685
AZIN1	0.99977	0.36
AZIN2	1.6515e-05	0.797
AZU1	4.9165e-09	1.73
B2M	0.96577	0.501
B3GALNT1	0.00059608	0.9
B3GALNT2	9.1473e-16	1.041
B3GALT1	0.26175	0.71
B3GALT2	0.71426	0.587
B3GALT4	0.057181	1.501
B3GALT5	0.3165	1.868
B3GALT6	1.0328e-14	1.987
B3GAT1	0.11224	0.749
B3GAT2	2.0344e-09	1.36
B3GAT3	0.00079178	0.825
B3GLCT	3.9184e-09	1.109
B3GNT2	0.26841	0.673
B3GNT3	0.048587	1.03
B3GNT4	0.027202	1.916
B3GNT5	0.85984	0.568
B3GNT7	2.4755e-05	1.968
B3GNT8	0.041803	1.855
B3GNT9	0.020059	1.94
B3GNTL1	7.932199999999999e-21	1.374
B4GALNT1	2.7296e-13	1.114
B4GALNT2	6.0684e-13	1.112
B4GALNT3	2.2009e-20	0.835
B4GALNT4	3.0435e-23	1.059
B4GALT1	0.019457	0.739
B4GALT2	0.0028421	0.787
B4GALT3	3.1781e-07	0.925
B4GALT4	1.9295e-06	0.925
B4GALT5	0.99921	0.415
B4GALT6	0.95532	0.528
B4GALT7	5.1437e-10	1.228
B4GAT1	0.00034743	0.898
B9D1	0.00010346	1.023
B9D2	3.095e-08	1.518
BAALC	0.0032282	1.439
BAAT	0.00028051	1.049
BABAM1	0.12552	0.672
BABAM2	6.7425e-05	0.753
BACE1	0.7616	0.556
BACE2	0.72888	0.574
BACH1	3.5645e-07	0.836
BACH2	1.0	0.164
BAD	1.8032e-08	1.889
BAG1	1.2847e-11	1.477
BAG2	0.032943	1.002
BAG3	0.92034	0.538
BAG4	0.0013182	0.704
BAG5	4.1786e-07	1.04
BAG6	1.0	0.265
BAHCC1	0.013405	1.959
BAHD1	0.99925	0.447
BAIAP2	0.9991	0.446
BAIAP2L1	0.0011208	0.669
BAIAP2L2	9.6186e-26	1.468
BAIAP3	4.324e-74	1.406
BAK1	3.4942e-06	1.197
BAMBI	2.4516e-07	1.302
BANF1	0.98926	0.286
BANF2	0.04088	1.181
BANK1	3.4042e-20	1.156
BANP	1.0	0.303
BAP1	1.0	0.324
BARD1	1.1813e-19	1.087
BARHL1	0.99503	0.419
BARHL2	0.61963	0.629
BARX1	0.00036317	1.266
BARX2	0.10776	0.729
BASP1	0.28231	1.32
BATF	0.56324	0.739
BATF2	0.025529	1.522
BATF3	0.060986	1.094
BAX	4.5107e-07	1.245
BAZ1A	1.0	0.376
BAZ1B	1.0	0.201
BAZ2A	1.0	0.226
BAZ2B	1.0	0.386
BBC3	0.051536	1.293
BBIP1	0.073605	1.693
BBLN	0.0083063	1.837
BBOF1	3.319e-08	1.032
BBOX1	3.1709e-07	0.983
BBS1	5.6877e-17	1.003
BBS10	1.219e-05	1.418
BBS12	0.0035062	1.419
BBS2	6.2071e-15	0.892
BBS4	6.813e-12	0.953
BBS5	0.00025273	0.884
BBS7	8.5502e-07	0.701
BBS9	6.721399999999999e-22	0.959
BBX	1.0	0.359
BCAM	6.218100000000001e-19	1.102
BCAN	4.1599e-08	0.695
BCAP29	1.5904e-06	1.594
BCAR1	2.5541e-06	0.778
BCAR3	0.010862	0.584
BCAS1	6.836e-10	0.855
BCAS2	6.7829e-09	1.488
BCAS3	0.0088253	0.58
BCAS4	0.010326	1.081
BCAT1	1.6912e-15	1.219
BCAT2	5.2297e-13	1.038
BCCIP	2.5422e-06	1.053
BCDIN3D	3.0585e-05	1.069
BCHE	6.4275e-16	1.195
BCKDHA	5.6705e-13	1.086
BCKDHB	1.5154e-11	1.206
BCKDK	3.1983e-06	0.855
BCL10	0.73351	0.637
BCL11A	1.0	0.125
BCL11B	0.99537	0.462
BCL2	0.98904	0.368
BCL2A1	0.0013133	1.094
BCL2L1	0.99922	0.261
BCL2L10	1.4193e-07	1.888
BCL2L11	0.00022187	1.23
BCL2L12	6.846e-11	1.571
BCL2L13	0.2462	0.738
BCL2L14	7.1763e-05	0.96
BCL2L15	4.8529e-05	1.234
BCL2L2	0.19828	0.883
BCL3	0.22288	0.702
BCL6	1.0	0.221
BCL6B	7.8137e-06	0.823
BCL7A	0.28322	0.685
BCL7B	0.023274	0.867
BCL7C	0.93614	0.546
BCL9	1.0	0.374
BCL9L	1.0	0.3
BCLAF1	1.0	0.213
BCO1	1.2604e-16	1.17
BCO2	8.0386e-13	1.047
BCR	6.2898e-06	0.608
BCS1L	2.6741e-10	0.958
BDH1	9.8618e-10	1.188
BDH2	4.143e-07	1.253
BDKRB1	0.19011	1.851
BDKRB2	8.0728e-05	1.929
BDNF	0.99974	0.233
BDP1	7.360999999999999e-21	0.683
BEAN1	1.8014e-06	1.45
BECN1	1.0	0.33
BECN2	0.48418	1.528
BEGAIN	1.1119e-05	0.961
BEND3	1.0	0.339
BEND4	0.00038482	0.756
BEND5	0.00099493	0.755
BEND6	8.017e-07	1.085
BEND7	1.3432e-05	0.842
BEST1	3.209e-19	1.28
BEST2	1.4612e-09	0.966
BEST3	1.7474e-12	1.275
BEST4	8.4772e-11	1.055
BET1	0.0020777	1.549
BET1L	1.5816e-05	1.662
BFAR	8.1083e-17	1.159
BFSP1	7.9397e-15	1.371
BFSP2	1.5672e-11	1.067
BGLAP	1.0032e-06	1.795
BHLHA15	0.0033784	1.642
BHLHA9	0.12142	1.931
BHLHE22	0.0056502	1.31
BHLHE23	0.29297	1.892
BHLHE40	1.0	0.219
BHLHE41	5.5104e-05	1.219
BHMT	1.5277e-07	0.884
BHMT2	1.2818e-08	1.013
BICC1	0.29986	0.541
BICD1	0.98013	0.487
BICD2	0.9526	0.507
BICDL1	0.99942	0.444
BICDL2	1.1527e-29	1.918
BICRA	0.027767	0.659
BICRAL	1.0	0.127
BID	1.4101e-07	1.553
BIK	1.8428e-06	1.838
BIN1	1.3843e-11	0.817
BIN2	6.5356e-06	0.766
BIN3	6.6299e-16	1.45
BIRC2	0.99997	0.381
BIRC3	0.81449	0.543
BIRC5	0.057142	1.004
BIRC6	1.0	0.213
BIRC7	2.3321e-08	1.18
BIVM	0.00054165	0.669
BLCAP	0.71882	0.81
BLID	0.16561	1.885
BLK	6.5972e-23	1.295
BLM	8.7183e-22	0.847
BLMH	0.0015741	0.724
BLNK	0.90436	0.517
BLOC1S1	0.0074768	0.972
BLOC1S2	0.0014183	1.085
BLOC1S3	0.0013877	1.836
BLOC1S4	0.0073163	1.945
BLOC1S5	6.9658e-10	1.625
BLOC1S6	5.1903e-07	1.5
BLVRA	8.3026e-05	0.857
BLVRB	1.3668e-11	1.718
BLZF1	1.1445e-11	1.145
BMERB1	0.026385	0.857
BMF	0.096968	0.788
BMI1	0.9993	0.413
BMP1	1.3726e-08	0.648
BMP10	0.97936	0.503
BMP2	0.99999	0.213
BMP2K	3.0745e-10	0.768
BMP3	0.00022602	0.835
BMP4	0.99998	0.258
BMP5	0.0035467	0.711
BMP6	0.94295	0.523
BMP7	0.95879	0.523
BMP8A	0.00050193	1.337
BMP8B	2.9251e-05	1.297
BMPER	8.1808e-06	0.652
BMPR1A	1.0	0.195
BMPR1B	1.0	0.331
BMPR2	1.0	0.376
BMS1	0.50175	0.507
BMT2	0.97675	0.507
BNC1	1.0	0.212
BNC2	1.0	0.365
BNIP1	1.138e-07	1.231
BNIP2	9.4673e-08	1.048
BNIP3	0.00066715	1.095
BNIP3L	0.46993	0.659
BNIP5	1.8447e-17	1.112
BNIPL	7.4222e-08	0.911
BOC	8.5065e-16	0.789
BOD1	0.00050805	1.335
BOD1L1	1.0	0.412
BOD1L2	0.00028321	1.797
BOK	5.3457e-09	1.824
BOLA1	0.0076178	1.649
BOLA3	0.0025646	1.712
BOLL	0.31354	0.81
BOP1	9.8633e-14	0.913
BORA	0.0082089	0.759
BORCS5	3.9484e-05	1.105
BORCS6	0.00020902	1.683
BORCS7	0.00052539	1.484
BORCS8	0.00061325	1.104
BPGM	0.00057152	0.987
BPHL	3.2856e-09	1.262
BPI	1.4953e-13	1.011
BPIFA1	1.1702e-08	1.355
BPIFA2	1.6393e-05	1.122
BPIFA3	4.7317e-13	1.511
BPIFB1	2.3474e-06	0.795
BPIFB2	4.9289e-10	0.959
BPIFB4	6.438600000000001e-19	1.082
BPIFB6	5.2856e-14	1.068
BPIFC	5.3518e-17	1.253
BPNT1	3.8255e-06	1.125
BPNT2	0.78838	0.619
BPTF	1.0	0.09
BRAF	1.0	0.237
BRAP	4.0417e-06	0.766
BRAT1	3.0623e-29	1.39
BRCA1	1.5474000000000001e-34	0.885
BRCA2	6.5274e-44	0.803
BRD1	1.0	0.337
BRD2	1.0	0.28
BRD3	0.99997	0.396
BRD4	1.0	0.191
BRD7	1.0	0.336
BRD8	0.0013736	0.546
BRD9	5.4569e-11	0.927
BRDT	4.267e-13	0.801
BRF1	3.1018e-15	0.921
BRF2	0.0020703	0.827
BRI3	0.022877	1.326
BRI3BP	0.032503	1.099
BRICD5	6.0721e-26	1.976
BRINP1	1.0	0.312
BRINP2	0.99995	0.411
BRINP3	1.0	0.364
BRIP1	8.7115e-19	0.848
BRIX1	0.79821	0.626
BRK1	0.011536	1.766
BRME1	1.2487e-06	0.814
BRMS1	6.0727e-06	0.874
BRMS1L	0.020171	0.808
BROX	7.9656e-06	1.123
BRPF1	1.0	0.205
BRPF3	1.0	0.256
BRSK1	1.0	0.299
BRSK2	1.0	0.361
BRWD1	0.99985	0.447
BSCL2	7.4505e-10	0.869
BSDC1	7.6485e-05	0.763
BSG	1.1595e-12	1.254
BSN	1.0	0.271
BSND	0.00065519	1.03
BSPH1	1.084e-05	1.435
BSPRY	2.7221e-11	1.216
BST1	3.1674e-18	1.638
BST2	0.013708	0.969
BSX	0.00070538	1.172
BTAF1	1.0	0.213
BTBD1	3.5801e-08	1.105
BTBD10	0.63105	0.587
BTBD11	0.99946	0.451
BTBD16	3.0416e-20	1.246
BTBD17	4.4003e-10	1.489
BTBD18	0.93555	0.439
BTBD2	0.27925	0.635
BTBD3	0.94584	0.527
BTBD6	1.0192e-08	1.058
BTBD7	0.1407	0.542
BTBD8	8.5868e-17	0.753
BTBD9	1.0457e-11	0.959
BTC	0.0093095	1.209
BTD	5.4385e-05	1.22
BTF3	0.0069551	0.925
BTF3L4	0.26028	1.372
BTG1	0.97591	0.458
BTG2	0.0050644	1.193
BTG3	0.99961	0.34
BTG4	0.0008247	1.072
BTLA	0.17589	0.768
BTN1A1	5.7837e-08	1.076
BTN2A1	5.3856e-16	1.461
BTN2A2	1.0613e-08	1.093
BTN3A1	8.0672e-05	0.834
BTN3A2	3.9501e-07	1.043
BTN3A3	1.6026e-12	1.133
BTNL2	5.562e-16	1.26
BTNL3	9.5283e-05	0.85
BTNL8	5.1e-05	0.88
BTNL9	2.5528e-16	1.325
BTRC	0.001872	0.643
BUB1	7.3293e-13	0.727
BUB1B	2.5766e-14	0.707
BUB3	0.00065367	0.77
BUD13	5.4765e-11	0.909
BUD23	1.9186e-08	0.916
BUD31	0.064467	0.863
BVES	7.8258e-06	0.915
BYSL	0.071366	0.632
BZW1	1.0	0.186
BZW2	0.3334	0.597
C10orf105	0.0036435	1.968
C10orf120	2.612e-05	1.865
C10orf53	0.0019082	1.571
C10orf62	0.12106	1.931
C10orf67	8.2182e-10	1.887
C10orf71	0.40046	1.739
C10orf82	1.1661e-05	1.152
C10orf88	1.7578e-06	1.034
C10orf90	3.9185e-14	1.032
C10orf99	0.0079636	1.636
C11orf1	4.0092e-11	1.712
C11orf16	3.8271e-10	1.05
C11orf21	1.4039e-08	1.828
C11orf24	0.079659	1.17
C11orf42	5.9418e-08	1.222
C11orf49	4.8131e-09	0.997
C11orf52	0.15231	1.013
C11orf53	2.9526e-07	1.365
C11orf54	4.7324e-06	1.057
C11orf58	0.98034	0.445
C11orf65	4.5263e-10	1.669
C11orf68	0.040618	1.86
C11orf71	0.17211	1.877
C11orf80	4.0933e-12	1.157
C11orf86	5.149e-07	1.625
C11orf87	0.55695	0.833
C11orf91	0.0055608	1.313
C11orf94	0.00080046	1.577
C11orf96	0.00097489	1.95
C11orf97	0.015732	1.68
C11orf98	0.017007	1.409
C12orf29	0.0048485	1.018
C12orf4	1.6561e-05	0.797
C12orf40	2.8351e-07	1.219
C12orf42	1.1055e-09	1.781
C12orf43	0.00015511	1.183
C12orf50	0.0023235	0.797
C12orf54	5.7621e-07	1.224
C12orf56	3.4681e-18	1.353
C12orf57	4.093e-06	1.732
C12orf60	0.3157	1.869
C12orf71	0.00068269	1.429
C12orf73	0.17017	1.879
C12orf75	0.32564	1.858
C12orf76	0.031427	1.9
C14orf119	2.2967e-07	1.737
C14orf132	0.0022192	1.895
C14orf180	1.884e-05	1.631
C14orf28	1.9688e-11	1.446
C14orf39	1.1618e-06	1.306
C14orf93	0.001179	0.734
C15orf39	0.0076645	0.658
C15orf40	0.038321	1.07
C15orf48	0.00045931	1.353
C15orf61	0.00035289	1.758
C15orf62	0.00041796	1.37
C15orf65	0.004638	1.913
C16orf46	0.00049239	1.853
C16orf54	0.37676	1.141
C16orf72	0.99222	0.464
